173,294,121,190
172,294,121,190
169,296,121,190
170,298,121,190
169,296,121,190
170,298,121,190
169,296,121,190
170,298,121,190
169,296,121,190
168,298,121,190
167,294,121,190
170,296,121,190
169,298,121,190
170,294,121,190
171,296,121,190
172,296,121,190
171,294,121,190
174,292,121,190
173,292,121,190
178,290,121,190
181,288,121,190
182,290,121,190
181,288,121,190
182,292,121,190
181,292,121,190
182,292,121,190
179,292,121,190
180,294,121,190
179,292,121,190
180,294,121,190
179,292,121,190
182,294,121,190
181,294,121,190
182,298,121,190
185,300,121,190
184,304,121,190
187,304,121,190
192,304,121,190
197,300,121,190
206,296,121,190
215,292,121,190
220,294,121,190
223,294,121,190
232,298,121,190
243,300,121,190
258,302,121,190
269,296,121,190
282,292,121,190
293,288,121,190
304,288,121,190
313,288,121,190
324,290,121,190
335,288,121,190
348,286,121,190
359,280,121,190
372,280,121,190
381,278,121,190
392,274,121,190
401,276,121,190
412,280,121,190
421,280,121,190
432,280,121,190
441,276,121,190
448,272,121,190
455,272,121,190
464,272,121,190
471,272,121,190
480,272,121,190
485,268,121,190
494,264,121,190
499,262,121,190
504,258,121,190
505,258,121,190
508,258,121,190
511,258,121,190
516,258,121,190
517,256,121,190
518,256,121,190
517,256,121,190
518,256,121,190
517,258,121,190
520,256,121,190
521,258,121,190
522,256,121,190
521,258,121,190
520,256,121,190
517,258,121,190
514,256,121,190
513,258,121,190
514,256,121,190
513,256,121,190
512,256,121,190
509,258,121,190
508,256,121,190
505,258,121,190
508,256,121,190
505,256,121,190
504,254,121,190
501,250,121,190
502,248,121,190
