460,2,269,513
464,2,269,513
465,4,269,513
465,7,269,513
465,10,269,513
465,14,269,513
465,18,269,513
466,26,269,513
465,27,269,513
465,27,269,513
470,27,269,513
464,27,269,513
462,27,269,513
407,0,269,513
407,0,269,513
407,2,269,513
411,3,269,513
412,5,269,513
413,7,269,513
414,10,269,513
416,17,269,513
419,20,269,513
422,20,269,513
403,4,269,513
402,3,269,513
403,4,269,513
403,4,269,513
403,4,269,513
402,4,269,513
401,3,269,513
402,2,269,513
454,26,269,513
455,27,269,513
454,27,269,513
454,27,269,513
454,27,269,513
454,27,269,513
454,27,269,513
453,27,269,513
452,27,269,513
451,27,269,513
453,27,269,513
455,27,269,513
456,27,269,513
456,27,269,513
456,27,269,513
456,27,269,513
457,27,269,513
456,27,269,513
455,27,269,513
454,27,269,513
452,27,269,513
451,27,269,513
452,27,269,513
453,27,269,513
452,27,269,513
449,27,269,513
439,26,269,513
432,17,269,513
427,9,269,513
422,1,269,513
420,0,269,513
418,0,269,513
417,0,269,513
416,0,269,513
415,0,269,513
414,0,269,513
414,0,269,513
414,0,269,513
414,0,269,513
414,0,269,513
437,26,269,513
438,27,269,513
439,27,269,513
439,27,269,513
431,27,269,513
429,27,269,513
426,22,269,513
423,19,269,513
422,17,269,513
420,15,269,513
419,14,269,513
419,14,269,513
418,0,269,513
416,0,269,513
415,0,269,513
414,0,269,513
412,0,269,513
411,0,269,513
410,0,269,513
409,0,269,513
407,0,269,513
405,0,269,513
403,0,269,513
402,0,269,513
400,0,269,513
399,0,269,513
280,10,269,513
277,1,269,513
275,1,269,513
