739,240,81,204
739,240,81,204
732,238,81,204
725,237,81,204
724,237,81,204
720,238,81,204
714,241,81,204
708,244,81,204
703,245,81,204
698,245,81,204
698,245,81,204
696,243,81,204
693,240,81,204
694,237,81,204
696,234,81,204
701,233,81,204
702,233,81,204
705,234,81,204
709,237,81,204
713,239,81,204
718,240,81,204
728,242,81,204
729,242,81,204
801,251,81,204
807,251,81,204
812,253,81,204
815,256,81,204
826,256,81,204
827,256,81,204
830,255,81,204
833,251,81,204
836,246,81,204
837,240,81,204
799,228,81,204
794,229,81,204
790,226,81,204
784,220,81,204
782,220,81,204
781,222,81,204
781,225,81,204
781,226,81,204
771,227,81,204
767,229,81,204
761,228,81,204
755,227,81,204
750,227,81,204
749,228,81,204
746,227,81,204
741,228,81,204
734,232,81,204
728,231,81,204
722,231,81,204
721,232,81,204
716,232,81,204
707,239,81,204
702,240,81,204
697,238,81,204
692,237,81,204
692,236,81,204
695,233,81,204
698,234,81,204
693,235,81,204
694,234,81,204
689,233,81,204
688,233,81,204
683,233,81,204
679,232,81,204
676,234,81,204
673,236,81,204
677,238,81,204
678,238,81,204
746,260,81,204
744,266,81,204
737,269,81,204
736,271,81,204
733,273,81,204
732,273,81,204
729,273,81,204
723,273,81,204
715,271,81,204
707,269,81,204
699,266,81,204
698,265,81,204
661,257,81,204
651,251,81,204
649,245,81,204
646,239,81,204
642,234,81,204
641,234,81,204
640,229,81,204
639,226,81,204
638,225,81,204
634,224,81,204
630,222,81,204
629,221,81,204
626,222,81,204
624,223,81,204
626,224,81,204
628,224,81,204
627,224,81,204
