747,243,81,204
740,239,81,204
733,237,81,204
726,235,81,204
725,237,81,204
720,237,81,204
715,239,81,204
710,243,81,204
705,243,81,204
700,243,81,204
699,243,81,204
696,241,81,204
695,235,81,204
696,235,81,204
697,233,81,204
702,229,81,204
701,229,81,204
704,231,81,204
707,233,81,204
712,233,81,204
717,235,81,204
726,239,81,204
727,239,81,204
734,239,81,204
741,241,81,204
748,239,81,204
753,243,81,204
758,243,81,204
759,243,81,204
764,243,81,204
767,241,81,204
770,237,81,204
773,231,81,204
774,229,81,204
773,227,81,204
774,225,81,204
775,223,81,204
776,225,81,204
775,225,81,204
774,225,81,204
773,225,81,204
772,227,81,204
765,229,81,204
760,227,81,204
753,229,81,204
748,227,81,204
745,229,81,204
740,227,81,204
733,229,81,204
728,229,81,204
721,229,81,204
716,229,81,204
715,229,81,204
710,231,81,204
703,233,81,204
698,231,81,204
695,231,81,204
694,229,81,204
693,227,81,204
692,231,81,204
691,235,81,204
688,235,81,204
685,233,81,204
682,231,81,204
681,233,81,204
678,231,81,204
675,233,81,204
672,231,81,204
669,235,81,204
668,237,81,204
667,235,81,204
668,241,81,204
667,245,81,204
668,247,81,204
667,253,81,204
666,253,81,204
665,253,81,204
666,255,81,204
663,255,81,204
660,255,81,204
655,253,81,204
650,249,81,204
649,249,81,204
644,245,81,204
639,241,81,204
636,235,81,204
633,231,81,204
630,227,81,204
629,227,81,204
626,223,81,204
623,221,81,204
622,217,81,204
619,215,81,204
616,215,81,204
615,215,81,204
614,215,81,204
613,217,81,204
614,219,81,204
615,221,81,204
618,219,81,204
