237,24,110,315
239,24,110,315
241,25,110,315
242,25,110,315
243,26,110,315
244,26,110,315
238,25,110,315
237,24,110,315
236,25,110,315
234,26,110,315
234,26,110,315
240,22,110,315
244,21,110,315
247,23,110,315
248,24,110,315
250,40,110,315
251,41,110,315
216,25,110,315
208,43,110,315
201,44,110,315
202,44,110,315
204,44,110,315
205,44,110,315
208,44,110,315
209,39,110,315
215,31,110,315
218,31,110,315
215,31,110,315
214,31,110,315
216,33,110,315
213,34,110,315
214,34,110,315
225,37,110,315
219,40,110,315
218,40,110,315
225,40,110,315
229,42,110,315
229,44,110,315
230,44,110,315
230,44,110,315
230,44,110,315
217,35,110,315
220,31,110,315
213,32,110,315
215,32,110,315
214,30,110,315
213,29,110,315
216,30,110,315
218,30,110,315
218,29,110,315
226,30,110,315
227,31,110,315
227,31,110,315
233,41,110,315
238,42,110,315
238,41,110,315
237,40,110,315
237,39,110,315
237,39,110,315
246,43,110,315
246,44,110,315
245,44,110,315
194,21,110,315
194,19,110,315
194,19,110,315
196,24,110,315
196,21,110,315
199,25,110,315
198,16,110,315
198,15,110,315
199,15,110,315
203,16,110,315
207,23,110,315
213,26,110,315
219,43,110,315
223,42,110,315
223,42,110,315
230,43,110,315
234,44,110,315
238,44,110,315
243,33,110,315
343,0,110,315
349,21,110,315
355,0,110,315
361,0,110,315
364,0,110,315
369,22,110,315
373,24,110,315
373,24,110,315
381,23,110,315
385,23,110,315
390,23,110,315
394,24,110,315
398,23,110,315
399,22,110,315
406,23,110,315
411,23,110,315
415,22,110,315
419,21,110,315
423,21,110,315
