240,25,110,315
238,24,110,315
234,25,110,315
232,26,110,315
232,27,110,315
232,28,110,315
234,29,110,315
232,28,110,315
234,31,110,315
234,30,110,315
234,31,110,315
236,26,110,315
240,27,110,315
240,26,110,315
240,27,110,315
240,26,110,315
240,27,110,315
240,24,110,315
238,27,110,315
234,28,110,315
230,29,110,315
226,30,110,315
226,31,110,315
222,30,110,315
220,33,110,315
220,32,110,315
218,33,110,315
216,32,110,315
218,33,110,315
218,34,110,315
220,33,110,315
222,32,110,315
220,35,110,315
222,34,110,315
220,35,110,315
224,34,110,315
226,35,110,315
226,36,110,315
226,37,110,315
228,36,110,315
230,37,110,315
228,36,110,315
230,35,110,315
228,34,110,315
230,35,110,315
228,34,110,315
230,35,110,315
228,36,110,315
230,37,110,315
228,36,110,315
232,35,110,315
234,34,110,315
232,35,110,315
236,32,110,315
240,33,110,315
242,32,110,315
240,33,110,315
242,32,110,315
240,33,110,315
242,30,110,315
240,31,110,315
240,30,110,315
238,31,110,315
234,30,110,315
234,31,110,315
230,30,110,315
226,31,110,315
222,28,110,315
218,29,110,315
216,26,110,315
216,27,110,315
216,28,110,315
216,29,110,315
216,30,110,315
218,31,110,315
218,30,110,315
218,31,110,315
220,30,110,315
222,31,110,315
224,30,110,315
226,33,110,315
226,32,110,315
226,33,110,315
228,34,110,315
232,35,110,315
232,34,110,315
234,33,110,315
234,34,110,315
234,35,110,315
236,34,110,315
238,35,110,315
240,34,110,315
242,35,110,315
244,34,110,315
244,35,110,315
248,36,110,315
250,35,110,315
250,34,110,315
252,31,110,315
254,28,110,315
