158,458,70,168
159,462,70,168
160,463,70,168
160,463,70,168
161,464,70,168
163,463,70,168
165,462,70,168
168,462,70,168
169,462,70,168
171,462,70,168
175,461,70,168
179,461,70,168
182,461,70,168
186,461,70,168
187,460,70,168
189,461,70,168
194,461,70,168
198,460,70,168
203,460,70,168
209,459,70,168
210,458,70,168
216,458,70,168
249,530,70,168
297,500,70,168
304,499,70,168
311,500,70,168
311,501,70,168
316,501,70,168
330,543,70,168
335,545,70,168
341,546,70,168
347,499,70,168
348,499,70,168
352,499,70,168
357,499,70,168
364,551,70,168
371,552,70,168
375,499,70,168
377,551,70,168
382,552,70,168
387,552,70,168
392,496,70,168
398,551,70,168
403,552,70,168
403,495,70,168
406,551,70,168
410,552,70,168
414,552,70,168
416,552,70,168
418,552,70,168
418,552,70,168
420,552,70,168
422,552,70,168
423,552,70,168
426,552,70,168
429,552,70,168
429,552,70,168
429,552,70,168
431,552,70,168
432,495,70,168
434,551,70,168
436,552,70,168
436,552,70,168
436,552,70,168
436,552,70,168
437,552,70,168
474,478,70,168
478,408,70,168
478,407,70,168
476,406,70,168
476,438,70,168
477,439,70,168
445,501,70,168
444,504,70,168
444,504,70,168
443,504,70,168
448,504,70,168
451,504,70,168
451,504,70,168
454,504,70,168
456,504,70,168
454,504,70,168
456,504,70,168
457,504,70,168
457,504,70,168
457,504,70,168
457,504,70,168
456,504,70,168
457,504,70,168
458,502,70,168
453,551,70,168
451,552,70,168
451,552,70,168
451,552,70,168
451,552,70,168
450,552,70,168
449,552,70,168
448,552,70,168
448,552,70,168
448,552,70,168
